sample1	sample2	chr	start	end	different
Th166.12	Th211.13	7	409108	409168	1
Th166.12	Th211.13	7	410036	875794	0
Th166.12	Th211.13	7	877294	877588	1
Th166.12	Th211.13	7	879031	933429	0
Th166.12	Th211.13	7	934902	935093	1
Th166.12	Th211.13	7	937043	951250	0
Th166.12	Th211.13	7	954181	954181	1
Th166.12	Th211.13	7	960718	1165191	0
Th166.12	Th211.13	7	1166453	1167236	1
Th166.12	Th211.13	7	1168377	1376685	0
Th166.12	Th211.13	8	82369	728998	0
Th166.12	Th211.13	8	730309	731827	1
Th166.12	Th211.13	8	733373	754315	0
Th166.12	Th211.13	8	755762	756332	1
Th166.12	Th211.13	8	757325	962753	0
Th166.12	Th211.13	8	964322	964913	1
Th166.12	Th211.13	8	965907	1189541	0
Th166.12	Th211.13	8	1199900	1202281	1
Th166.12	Th211.13	8	1208457	1369816	0
Th166.12	Th211.13	9	89887	92946	0
Th166.12	Th211.13	9	93954	95714	1
Th166.12	Th211.13	9	97941	551173	0
Th166.12	Th211.13	9	555324	555517	1
Th166.12	Th211.13	9	563318	579110	0
Th166.12	Th211.13	9	579521	579944	1
Th166.12	Th211.13	9	584259	847048	0
Th166.12	Th211.13	9	847922	848003	1
Th166.12	Th211.13	9	855560	1370886	0
Th166.12	Th211.13	9	1372061	1373561	1
Th166.12	Th211.13	9	1375065	1469912	0
Th166.12	Th211.13	10	61472	305196	0
Th166.12	Th211.13	10	307737	308199	1
Th166.12	Th211.13	10	310005	831792	0
Th166.12	Th211.13	10	833176	833204	1
Th166.12	Th211.13	10	833895	908421	0
Th166.12	Th211.13	10	909680	909756	1
Th166.12	Th211.13	10	910562	1017038	0
Th166.12	Th211.13	10	1019838	1023391	1
Th166.12	Th211.13	10	1024368	1520123	0
Th166.12	Th211.13	10	1530642	1532698	1
Th166.12	Th211.13	10	1550058	1569756	0
Th166.12	Th211.13	11	114541	625856	0
Th166.12	Th211.13	11	633123	633884	1
Th166.12	Th211.13	11	640472	943118	0
Th166.12	Th211.13	11	947701	949312	1
Th166.12	Th211.13	11	949833	1779841	0
Th166.12	Th211.13	11	1780011	1781955	1
Th166.12	Th211.13	11	1782627	1999124	0
Th166.12	Th211.13	12	59502	401080	0
Th166.12	Th211.13	12	414022	419529	1
Th166.12	Th211.13	12	430124	1328000	0
Th166.12	Th211.13	12	1329602	1330276	1
Th166.12	Th211.13	12	1331412	2194975	0
Th166.12	Th211.13	13	77418	85307	0
Th166.12	Th211.13	13	97601	97601	1
Th166.12	Th211.13	13	102854	164608	0
Th166.12	Th211.13	13	168936	172100	1
Th166.12	Th211.13	13	175769	300339	0
Th166.12	Th211.13	13	320272	326958	1
Th166.12	Th211.13	13	332582	519420	0
Th166.12	Th211.13	13	529106	537609	1
Th166.12	Th211.13	13	545556	1185690	0
Th166.12	Th211.13	13	1188033	1197820	1
Th166.12	Th211.13	13	1200775	1807512	0
Th166.12	Th211.13	13	1821840	1829711	1
Th166.12	Th211.13	13	1830453	2259405	0
Th166.12	Th211.13	13	2270660	2276853	1
Th166.12	Th211.13	13	2285509	2439680	0
Th166.12	Th211.13	13	2445855	2455263	1
Th166.12	Th211.13	13	2460314	2544555	0
Th166.12	Th211.13	13	2552459	2552459	1
Th166.12	Th211.13	13	2556979	2845725	0
Th166.12	Th211.13	14	35055	146809	0
Th166.12	Th211.13	14	164617	180593	1
Th166.12	Th211.13	14	185098	602452	0
Th166.12	Th211.13	14	612582	634730	1
Th166.12	Th211.13	14	642301	917996	0
Th166.12	Th211.13	14	932936	932936	1
Th166.12	Th211.13	14	943219	1005869	0
Th166.12	Th211.13	14	1012091	1033266	1
Th166.12	Th211.13	14	1038159	1143916	0
Th166.12	Th211.13	14	1153878	1153878	1
Th166.12	Th211.13	14	1161731	1454960	0
Th166.12	Th211.13	14	1457513	1458034	1
Th166.12	Th211.13	14	1460667	1570916	0
Th166.12	Th211.13	14	1573503	1576836	1
Th166.12	Th211.13	14	1594055	2084979	0
Th166.12	Th211.13	14	2088746	2089297	1
Th166.12	Th211.13	14	2089989	2147796	0
Th166.12	Th211.13	14	2155038	2155091	1
Th166.12	Th211.13	14	2160961	2206755	0
Th166.12	Th211.13	14	2209234	2209234	1
Th166.12	Th211.13	14	2213895	2278346	0
Th166.12	Th211.13	14	2281197	2281197	1
Th166.12	Th211.13	14	2290684	2384480	0
Th166.12	Th211.13	14	2387682	2387682	1
Th166.12	Th211.13	14	2395618	2580754	0
Th166.12	Th211.13	14	2604994	2604994	1
Th166.12	Th211.13	14	2611093	2624824	0
Th166.12	Th211.13	14	2626886	2636758	1
Th166.12	Th211.13	14	2642073	2779997	0
Th166.12	Th211.13	14	2783242	2783242	1
Th166.12	Th211.13	14	2787055	2804666	0
Th166.12	Th211.13	14	2810772	2815562	1
Th166.12	Th211.13	14	2829689	2909602	0
Th166.12	Th211.13	14	2910570	2910966	1
Th166.12	Th211.13	14	2914197	2984841	0
Th166.12	Th211.13	14	2990376	2990376	1
Th166.12	Th211.13	14	2993250	3255607	0
Th166.12	Th245.13	1	94599	132647	0
Th166.12	Th245.13	1	134194	138295	1
Th166.12	Th245.13	1	151056	376602	0
Th166.12	Th245.13	1	386692	387790	1
Th166.12	Th245.13	1	397021	573301	0
Th166.12	Th245.13	2	114668	204818	0
Th166.12	Th245.13	2	205486	207514	1
Th166.12	Th245.13	2	208001	244284	0
Th166.12	Th245.13	2	244481	245023	1
Th166.12	Th245.13	2	248483	576376	0
Th166.12	Th245.13	2	576852	576948	1
Th166.12	Th245.13	2	580220	869521	0
Th166.12	Th245.13	3	69859	880744	0
Th166.12	Th245.13	3	882715	884399	1
Th166.12	Th245.13	3	885505	996702	0
Th166.12	Th245.13	4	89547	136645	0
Th166.12	Th245.13	4	138471	139051	1
Th166.12	Th245.13	4	139740	223209	0
Th166.12	Th245.13	4	227232	227369	1
Th166.12	Th245.13	4	229633	235704	0
Th166.12	Th245.13	4	240082	245782	1
Th166.12	Th245.13	4	250420	808958	0
Th166.12	Th245.13	4	809747	811622	1
Th166.12	Th245.13	4	812813	1139403	0
Th166.12	Th245.13	4	1139492	1139916	1
Th166.12	Th245.13	4	1142580	1149070	0
Th166.12	Th245.13	5	45718	1277651	0
Th166.12	Th245.13	5	1279637	1279881	1
Th166.12	Th245.13	5	1281883	1319772	0
Th166.12	Th245.13	6	77991	518346	0
Th166.12	Th245.13	6	519586	522034	1
Th166.12	Th245.13	6	523154	671761	0
Th166.12	Th245.13	6	677349	677594	1
Th166.12	Th245.13	6	683064	1298565	0
Th166.12	Th245.13	7	94499	354447	0
Th166.12	Th245.13	7	356245	365656	1
Th166.12	Th245.13	7	370875	1258170	0
Th166.12	Th245.13	7	1259233	1260108	1
Th166.12	Th245.13	7	1261404	1376685	0
Th166.12	Th245.13	8	82369	166934	0
Th166.12	Th245.13	8	169505	179916	1
Th166.12	Th245.13	8	181136	962753	0
Th166.12	Th245.13	8	964322	964913	1
Th166.12	Th245.13	8	965907	983987	0
Th166.12	Th245.13	8	984976	987462	1
Th166.12	Th245.13	8	991988	1369816	0
Th166.12	Th245.13	9	89887	92946	0
Th166.12	Th245.13	9	93954	95714	1
Th166.12	Th245.13	9	97941	579110	0
Th166.12	Th245.13	9	579521	579944	1
Th166.12	Th245.13	9	584259	847048	0
Th166.12	Th245.13	9	847922	848003	1
Th166.12	Th245.13	9	855560	1058818	0
Th166.12	Th245.13	9	1059452	1059896	1
Th166.12	Th245.13	9	1067006	1243642	0
Th166.12	Th245.13	9	1246716	1246716	1
Th166.12	Th245.13	9	1250225	1469912	0
Th166.12	Th245.13	10	61472	785814	0
Th166.12	Th245.13	10	789290	790331	1
Th166.12	Th245.13	10	792083	908421	0
Th166.12	Th245.13	10	909680	909756	1
Th166.12	Th245.13	10	910562	1017038	0
Th166.12	Th245.13	10	1019838	1023391	1
Th166.12	Th245.13	10	1024368	1244825	0
Th166.12	Th245.13	10	1250919	1250919	1
Th166.12	Th245.13	10	1258484	1520123	0
Th166.12	Th245.13	10	1530642	1532698	1
Th166.12	Th245.13	10	1550058	1569756	0
Th166.12	Th245.13	11	114541	735192	0
Th166.12	Th245.13	11	735854	736016	1
Th166.12	Th245.13	11	737742	943118	0
Th166.12	Th245.13	11	947701	949312	1
Th166.12	Th245.13	11	949833	1666948	0
Th166.12	Th245.13	11	1670905	1675656	1
Th166.12	Th245.13	11	1680050	1799889	0
Th166.12	Th245.13	11	1803954	1807675	1
Th166.12	Th245.13	11	1813458	1999124	0
Th166.12	Th245.13	12	59502	205356	0
Th166.12	Th245.13	12	210127	210127	1
Th166.12	Th245.13	12	212499	321311	0
Th166.12	Th245.13	12	331770	335148	1
Th166.12	Th245.13	12	339115	401080	0
Th166.12	Th245.13	12	414022	419529	1
Th166.12	Th245.13	12	430124	1187821	0
Th166.12	Th245.13	12	1192538	1198167	1
Th166.12	Th245.13	12	1204724	1216910	0
Th166.12	Th245.13	12	1216944	1216964	1
Th166.12	Th245.13	12	1217760	1328000	0
Th166.12	Th245.13	12	1329602	1330276	1
Th166.12	Th245.13	12	1331412	2194975	0
Th166.12	Th245.13	13	77418	97601	0
Th166.12	Th245.13	13	102854	102854	1
Th166.12	Th245.13	13	114825	164608	0
Th166.12	Th245.13	13	168936	172100	1
Th166.12	Th245.13	13	175769	434708	0
Th166.12	Th245.13	13	435868	436669	1
Th166.12	Th245.13	13	459130	483403	0
Th166.12	Th245.13	13	486175	487032	1
Th166.12	Th245.13	13	499750	537609	0
Th166.12	Th245.13	13	545556	548455	1
Th166.12	Th245.13	13	553319	624558	0
Th166.12	Th245.13	13	631908	632090	1
Th166.12	Th245.13	13	636537	777908	0
Th166.12	Th245.13	13	804425	804425	1
Th166.12	Th245.13	13	812399	828490	0
Th166.12	Th245.13	13	838840	838840	1
Th166.12	Th245.13	13	841018	862168	0
Th166.12	Th245.13	13	868226	868226	1
Th166.12	Th245.13	13	878895	1515533	0
Th166.12	Th245.13	13	1518933	1519155	1
Th166.12	Th245.13	13	1524959	1582869	0
Th166.12	Th245.13	13	1584254	1591724	1
Th166.12	Th245.13	13	1593544	1611237	0
Th166.12	Th245.13	13	1612873	1612873	1
Th166.12	Th245.13	13	1617128	1822551	0
Th166.12	Th245.13	13	1828205	1829711	1
Th166.12	Th245.13	13	1830453	1879614	0
Th166.12	Th245.13	13	1880545	1881318	1
Th166.12	Th245.13	13	1884599	1952313	0
Th166.12	Th245.13	13	1955572	1957089	1
Th166.12	Th245.13	13	1958560	1992460	0
Th166.12	Th245.13	13	2000589	2002812	1
Th166.12	Th245.13	13	2005670	2208846	0
Th166.12	Th245.13	13	2214819	2216947	1
Th166.12	Th245.13	13	2219971	2439680	0
Th166.12	Th245.13	13	2445855	2455263	1
Th166.12	Th245.13	13	2460314	2544555	0
Th166.12	Th245.13	13	2552459	2552459	1
Th166.12	Th245.13	13	2556979	2565470	0
Th166.12	Th245.13	13	2568231	2571635	1
Th166.12	Th245.13	13	2572882	2751315	0
Th166.12	Th245.13	13	2759857	2759857	1
Th166.12	Th245.13	13	2761811	2771533	0
Th166.12	Th245.13	13	2774778	2779077	1
Th166.12	Th245.13	13	2810914	2845725	0
Th166.12	Th245.13	14	35055	37055	0
Th166.12	Th245.13	14	40094	55419	1
Th166.12	Th245.13	14	64015	172494	0
Th166.12	Th245.13	14	180176	185098	1
Th166.12	Th245.13	14	203244	466474	0
Th166.12	Th245.13	14	469052	469052	1
Th166.12	Th245.13	14	472524	602452	0
Th166.12	Th245.13	14	612582	613307	1
Th166.12	Th245.13	14	630536	788154	0
Th166.12	Th245.13	14	792450	792450	1
Th166.12	Th245.13	14	794508	819364	0
Th166.12	Th245.13	14	831262	839719	1
Th166.12	Th245.13	14	841812	917996	0
Th166.12	Th245.13	14	932936	932936	1
Th166.12	Th245.13	14	943219	965722	0
Th166.12	Th245.13	14	972337	979302	1
Th166.12	Th245.13	14	981713	1005869	0
Th166.12	Th245.13	14	1012091	1033266	1
Th166.12	Th245.13	14	1038159	1143916	0
Th166.12	Th245.13	14	1153878	1153878	1
Th166.12	Th245.13	14	1161731	1185837	0
Th166.12	Th245.13	14	1195930	1195930	1
Th166.12	Th245.13	14	1198380	1454960	0
Th166.12	Th245.13	14	1457513	1458034	1
Th166.12	Th245.13	14	1460667	1477970	0
Th166.12	Th245.13	14	1483727	1483727	1
Th166.12	Th245.13	14	1487024	1570916	0
Th166.12	Th245.13	14	1573503	1576836	1
Th166.12	Th245.13	14	1594055	2043954	0
Th166.12	Th245.13	14	2051169	2051169	1
Th166.12	Th245.13	14	2054599	2206755	0
Th166.12	Th245.13	14	2209234	2209234	1
Th166.12	Th245.13	14	2213895	2256834	0
Th166.12	Th245.13	14	2260828	2269516	1
Th166.12	Th245.13	14	2270902	2290684	0
Th166.12	Th245.13	14	2296213	2296213	1
Th166.12	Th245.13	14	2297736	2384480	0
Th166.12	Th245.13	14	2387682	2387682	1
Th166.12	Th245.13	14	2395618	2404995	0
Th166.12	Th245.13	14	2406531	2413451	1
Th166.12	Th245.13	14	2414719	2577826	0
Th166.12	Th245.13	14	2580541	2580754	1
Th166.12	Th245.13	14	2604994	2779997	0
Th166.12	Th245.13	14	2783242	2783242	1
Th166.12	Th245.13	14	2787055	2909602	0
Th166.12	Th245.13	14	2910570	2910966	1
Th166.12	Th245.13	14	2914197	2984841	0
Th166.12	Th245.13	14	2990376	2996126	1
Th166.12	Th245.13	14	2999459	3228781	0
Th166.12	Th245.13	14	3232301	3233353	1
Th166.12	Th245.13	14	3236405	3255607	0
Th166.12	Th246.13	1	94599	376602	0
Th166.12	Th246.13	1	386692	387790	1
Th166.12	Th246.13	1	397021	573301	0
Th166.12	Th246.13	2	114668	354450	0
Th166.12	Th246.13	2	357466	360834	1
Th166.12	Th246.13	2	373275	576376	0
Th166.12	Th246.13	2	576852	576948	1
Th166.12	Th246.13	2	580220	869521	0
Th166.12	Th246.13	3	69859	880744	0
Th166.12	Th246.13	3	882715	884399	1
Th166.12	Th246.13	3	885505	944405	0
Th166.12	Th246.13	3	946429	947333	1
Th166.12	Th246.13	3	951306	996702	0
Th166.12	Th246.13	4	89547	235704	0
Th166.12	Th246.13	4	240082	244935	1
Th166.12	Th246.13	4	245782	456165	0
Th166.12	Th246.13	4	457084	457159	1
Th166.12	Th246.13	4	458766	1014669	0
Th166.12	Th246.13	4	1017871	1019770	1
Th166.12	Th246.13	4	1022930	1149070	0
Th166.12	Th246.13	5	45718	133735	0
Th166.12	Th246.13	5	134397	134971	1
Th166.12	Th246.13	5	139527	1090097	0
Th166.12	Th246.13	5	1092307	1093098	1
Th166.12	Th246.13	5	1095482	1319772	0
Th166.12	Th246.13	6	77991	518346	0
Th166.12	Th246.13	6	519586	522034	1
Th166.12	Th246.13	6	523154	787397	0
Th166.12	Th246.13	6	788578	792021	1
Th166.12	Th246.13	6	799699	1038367	0
Th166.12	Th246.13	6	1039523	1040344	1
Th166.12	Th246.13	6	1042144	1298565	0
Th166.12	Th246.13	7	94499	1376685	0
Th166.12	Th246.13	8	82369	962753	0
Th166.12	Th246.13	8	964322	964913	1
Th166.12	Th246.13	8	965907	1369816	0
Th166.12	Th246.13	9	89887	92946	0
Th166.12	Th246.13	9	93954	95714	1
Th166.12	Th246.13	9	97941	228989	0
Th166.12	Th246.13	9	229831	229925	1
Th166.12	Th246.13	9	231026	579110	0
Th166.12	Th246.13	9	579521	579944	1
Th166.12	Th246.13	9	584259	847048	0
Th166.12	Th246.13	9	847922	848003	1
Th166.12	Th246.13	9	855560	952039	0
Th166.12	Th246.13	9	954256	955241	1
Th166.12	Th246.13	9	967622	1469912	0
Th166.12	Th246.13	10	61472	242296	0
Th166.12	Th246.13	10	244765	248698	1
Th166.12	Th246.13	10	257150	758650	0
Th166.12	Th246.13	10	759594	762156	1
Th166.12	Th246.13	10	766689	831792	0
Th166.12	Th246.13	10	833176	833204	1
Th166.12	Th246.13	10	833895	1017038	0
Th166.12	Th246.13	10	1019838	1023391	1
Th166.12	Th246.13	10	1024368	1391177	0
Th166.12	Th246.13	10	1392711	1394561	1
Th166.12	Th246.13	10	1399613	1569756	0
Th166.12	Th246.13	11	114541	943118	0
Th166.12	Th246.13	11	947701	949312	1
Th166.12	Th246.13	11	949833	1255089	0
Th166.12	Th246.13	11	1255202	1255251	1
Th166.12	Th246.13	11	1255866	1724919	0
Th166.12	Th246.13	11	1727789	1729328	1
Th166.12	Th246.13	11	1731026	1999124	0
Th166.12	Th246.13	12	59502	401080	0
Th166.12	Th246.13	12	414022	419529	1
Th166.12	Th246.13	12	430124	1492625	0
Th166.12	Th246.13	12	1498692	1499890	1
Th166.12	Th246.13	12	1511081	2194975	0
Th166.12	Th246.13	13	77418	97601	0
Th166.12	Th246.13	13	102854	102854	1
Th166.12	Th246.13	13	114825	157695	0
Th166.12	Th246.13	13	161288	172100	1
Th166.12	Th246.13	13	175769	537609	0
Th166.12	Th246.13	13	545556	553319	1
Th166.12	Th246.13	13	554610	1174967	0
Th166.12	Th246.13	13	1185690	1185690	1
Th166.12	Th246.13	13	1188033	1485667	0
Th166.12	Th246.13	13	1489977	1489977	1
Th166.12	Th246.13	13	1495399	1686292	0
Th166.12	Th246.13	13	1693521	1706198	1
Th166.12	Th246.13	13	1709597	1822551	0
Th166.12	Th246.13	13	1828205	1829711	1
Th166.12	Th246.13	13	1830453	2053591	0
Th166.12	Th246.13	13	2056961	2057737	1
Th166.12	Th246.13	13	2070556	2120645	0
Th166.12	Th246.13	13	2122041	2127149	1
Th166.12	Th246.13	13	2131068	2163953	0
Th166.12	Th246.13	13	2169965	2173257	1
Th166.12	Th246.13	13	2175491	2439680	0
Th166.12	Th246.13	13	2445855	2455263	1
Th166.12	Th246.13	13	2460314	2544555	0
Th166.12	Th246.13	13	2552459	2552459	1
Th166.12	Th246.13	13	2556979	2657599	0
Th166.12	Th246.13	13	2658205	2658767	1
Th166.12	Th246.13	13	2662085	2736520	0
Th166.12	Th246.13	13	2743843	2743843	1
Th166.12	Th246.13	13	2748803	2845725	0
Th166.12	Th246.13	14	35055	172494	0
Th166.12	Th246.13	14	180176	185098	1
Th166.12	Th246.13	14	203244	602452	0
Th166.12	Th246.13	14	612582	613307	1
Th166.12	Th246.13	14	630536	839719	0
Th166.12	Th246.13	14	841812	841812	1
Th166.12	Th246.13	14	849521	916405	0
Th166.12	Th246.13	14	917996	932936	1
Th166.12	Th246.13	14	943219	1005869	0
Th166.12	Th246.13	14	1012091	1033266	1
Th166.12	Th246.13	14	1038159	1143916	0
Th166.12	Th246.13	14	1153878	1153878	1
Th166.12	Th246.13	14	1161731	1222966	0
Th166.12	Th246.13	14	1223946	1226878	1
Th166.12	Th246.13	14	1228770	1454960	0
Th166.12	Th246.13	14	1457513	1458034	1
Th166.12	Th246.13	14	1460667	1570916	0
Th166.12	Th246.13	14	1573503	1576836	1
Th166.12	Th246.13	14	1594055	1727903	0
Th166.12	Th246.13	14	1728441	1728529	1
Th166.12	Th246.13	14	1730234	2206755	0
Th166.12	Th246.13	14	2209234	2209234	1
Th166.12	Th246.13	14	2213895	2290684	0
Th166.12	Th246.13	14	2296213	2296213	1
Th166.12	Th246.13	14	2297736	2384480	0
Th166.12	Th246.13	14	2387682	2387682	1
Th166.12	Th246.13	14	2395618	2404995	0
Th166.12	Th246.13	14	2406531	2414719	1
Th166.12	Th246.13	14	2416790	2474456	0
Th166.12	Th246.13	14	2486316	2488734	1
Th166.12	Th246.13	14	2494813	2750535	0
Th166.12	Th246.13	14	2754375	2754375	1
Th166.12	Th246.13	14	2765949	2779997	0
Th166.12	Th246.13	14	2783242	2783242	1
Th166.12	Th246.13	14	2787055	2879551	0
Th166.12	Th246.13	14	2881349	2881683	1
Th166.12	Th246.13	14	2882976	2909602	0
Th166.12	Th246.13	14	2910570	2910966	1
Th166.12	Th246.13	14	2914197	3158989	0
Th166.12	Th246.13	14	3161317	3166371	1
Th166.12	Th246.13	14	3168143	3255607	0
Th166.12	Th068.12	1	94599	573301	1
Th166.12	Th068.12	2	114668	869521	1
Th166.12	Th068.12	3	69859	996702	1
Th166.12	Th068.12	4	89547	677325	1
Th166.12	Th068.12	4	677644	688416	0
Th166.12	Th068.12	4	689099	694939	1
Th166.12	Th068.12	4	695720	739929	0
Th166.12	Th068.12	4	740749	1149070	1
Th166.12	Th068.12	5	45718	1319772	1
Th166.12	Th068.12	6	77991	1298565	1
Th166.12	Th068.12	7	94499	505865	1
Th166.12	Th068.12	7	599504	600255	0
Th166.12	Th068.12	7	600305	920029	1
Th166.12	Th068.12	7	921704	961950	0
Th166.12	Th068.12	7	979592	1376685	1
Th166.12	Th068.12	8	82369	1369816	1
Th166.12	Th068.12	9	89887	241198	1
Th166.12	Th068.12	9	248283	274582	0
Th166.12	Th068.12	9	277411	1469912	1
Th166.12	Th068.12	10	61472	1433175	1
Th166.12	Th068.12	10	1433214	1434103	0
Th166.12	Th068.12	10	1434268	1569756	1
Th166.12	Th068.12	11	114541	1999124	1
Th166.12	Th068.12	12	59502	2190388	1
Th166.12	Th068.12	12	2191400	2194975	0
Th166.12	Th068.12	13	77418	2845725	1
Th166.12	Th068.12	14	35055	3255607	1
Th166.12	Th061.13	1	94599	573301	1
Th166.12	Th061.13	2	114668	869521	1
Th166.12	Th061.13	3	69859	996702	1
Th166.12	Th061.13	4	89547	677325	1
Th166.12	Th061.13	4	677644	688416	0
Th166.12	Th061.13	4	689099	694939	1
Th166.12	Th061.13	4	695720	739929	0
Th166.12	Th061.13	4	740749	1149070	1
Th166.12	Th061.13	5	45718	1319772	1
Th166.12	Th061.13	6	77991	1298565	1
Th166.12	Th061.13	7	94499	505865	1
Th166.12	Th061.13	7	599504	600255	0
Th166.12	Th061.13	7	600305	920029	1
Th166.12	Th061.13	7	921704	961950	0
Th166.12	Th061.13	7	979592	1376685	1
Th166.12	Th061.13	8	82369	1369816	1
Th166.12	Th061.13	9	89887	241198	1
Th166.12	Th061.13	9	248283	274582	0
Th166.12	Th061.13	9	277411	1469912	1
Th166.12	Th061.13	10	61472	1433175	1
Th166.12	Th061.13	10	1433214	1434103	0
Th166.12	Th061.13	10	1434268	1569756	1
Th166.12	Th061.13	11	114541	1999124	1
Th166.12	Th061.13	12	59502	2190388	1
Th166.12	Th061.13	12	2191400	2194975	0
Th166.12	Th061.13	13	77418	2845725	1
Th166.12	Th061.13	14	35055	3255607	1
Th166.12	Th095.13	1	94599	573301	1
Th166.12	Th095.13	2	114668	869521	1
Th166.12	Th095.13	3	69859	996702	1
Th166.12	Th095.13	4	89547	677325	1
Th166.12	Th095.13	4	677644	688416	0
Th166.12	Th095.13	4	689099	694939	1
Th166.12	Th095.13	4	695720	739929	0
Th166.12	Th095.13	4	740749	1149070	1
Th166.12	Th095.13	5	45718	1319772	1
Th166.12	Th095.13	6	77991	1298565	1
Th166.12	Th095.13	7	94499	505865	1
Th166.12	Th095.13	7	599504	600255	0
Th166.12	Th095.13	7	600305	920029	1
Th166.12	Th095.13	7	921704	961950	0
Th166.12	Th095.13	7	979592	1376685	1
Th166.12	Th095.13	8	82369	1369816	1
Th166.12	Th095.13	9	89887	241198	1
Th166.12	Th095.13	9	248283	274582	0
Th166.12	Th095.13	9	277411	1469912	1
Th166.12	Th095.13	10	61472	1433175	1
Th166.12	Th095.13	10	1433214	1434103	0
Th166.12	Th095.13	10	1434268	1569756	1
Th166.12	Th095.13	11	114541	1999124	1
Th166.12	Th095.13	12	59502	2190388	1
Th166.12	Th095.13	12	2191400	2194975	0
Th166.12	Th095.13	13	77418	2845725	1
Th166.12	Th095.13	14	35055	3255607	1
Th166.12		1	94599	573301	1
Th166.12		2	114668	869521	1
Th166.12		3	69859	996702	1
Th166.12		4	89547	1149070	1
Th166.12		5	45718	1319772	1
Th166.12		6	77991	1298565	1
Th166.12		7	94499	1376685	1
Th166.12		8	82369	1369816	1
Th166.12		9	89887	1469912	1
Th166.12		10	61472	1569756	1
Th166.12		11	114541	1999124	1
Th166.12		12	59502	2194975	1
Th166.12		13	77418	2845725	1
Th166.12		14	35055	3255607	1
Th166.12		1	94599	573301	1
Th166.12		2	114668	869521	1
Th166.12		3	69859	996702	1
Th166.12		4	89547	1149070	1
Th166.12		5	45718	1319772	1
Th166.12		6	77991	1298565	1
Th166.12		7	94499	1376685	1
Th166.12		8	82369	1369816	1
Th166.12		9	89887	1469912	1
Th166.12		10	61472	1569756	1
Th166.12		11	114541	1999124	1
Th166.12		12	59502	2194975	1
Th166.12		13	77418	2845725	1
Th166.12		14	35055	3255607	1
Th166.12		1	94599	573301	1
Th166.12		2	114668	869521	1
Th166.12		3	69859	996702	1
Th166.12		4	89547	1149070	1
Th166.12		5	45718	1319772	1
Th166.12		6	77991	1298565	1
Th166.12		7	94499	1376685	1
Th166.12		8	82369	1369816	1
Th166.12		9	89887	1469912	1
Th166.12		10	61472	1569756	1
Th166.12		11	114541	1999124	1
Th166.12		12	59502	2194975	1
Th166.12		13	77418	2845725	1
Th166.12		14	35055	3255607	1
Th166.12		1	94599	573301	1
Th166.12		2	114668	869521	1
Th166.12		3	69859	996702	1
Th166.12		4	89547	1149070	1
Th166.12		5	45718	1319772	1
Th166.12		6	77991	1298565	1
Th166.12		7	94499	1376685	1
Th166.12		8	82369	1369816	1
Th166.12		9	89887	1469912	1
Th166.12		10	61472	1569756	1
Th166.12		11	114541	1999124	1
Th166.12		12	59502	2194975	1
Th166.12		13	77418	2845725	1
Th166.12		14	35055	3255607	1
Th166.12		1	94599	573301	1
Th166.12		2	114668	869521	1
Th166.12		3	69859	996702	1
Th166.12		4	89547	1149070	1
Th166.12		5	45718	1319772	1
Th166.12		6	77991	1298565	1
Th166.12		7	94499	1376685	1
Th166.12		8	82369	1369816	1
Th166.12		9	89887	1469912	1
Th166.12		10	61472	1569756	1
Th166.12		11	114541	1999124	1
Th166.12		12	59502	2194975	1
Th166.12		13	77418	2845725	1
Th166.12		14	35055	3255607	1
Th092.13	Th211.13	1	94599	573301	0
Th092.13	Th211.13	2	114668	576376	0
Th092.13	Th211.13	2	576852	576948	1
Th092.13	Th211.13	2	580220	719769	0
Th092.13	Th211.13	2	724049	727857	1
Th092.13	Th211.13	2	729053	869521	0
Th092.13	Th211.13	3	69859	520742	0
Th092.13	Th211.13	3	522965	523737	1
Th092.13	Th211.13	3	525265	631132	0
Th092.13	Th211.13	3	634259	634448	1
Th092.13	Th211.13	3	635823	676776	0
Th092.13	Th211.13	3	679108	684196	1
Th092.13	Th211.13	3	687610	944405	0
Th092.13	Th211.13	3	946429	947333	1
Th092.13	Th211.13	3	951306	996702	0
Th092.13	Th211.13	4	89547	223209	0
Th092.13	Th211.13	4	227232	227369	1
Th092.13	Th211.13	4	229633	442723	0
Th092.13	Th211.13	4	444247	444309	1
Th092.13	Th211.13	4	444866	1068895	0
Th092.13	Th211.13	4	1074461	1076259	1
Th092.13	Th211.13	4	1078824	1149070	0
Th092.13	Th211.13	5	45718	1185269	0
Th092.13	Th211.13	5	1185980	1186034	1
Th092.13	Th211.13	5	1189503	1319772	0
Th092.13	Th211.13	6	77991	407309	0
Th092.13	Th211.13	6	407917	413573	1
Th092.13	Th211.13	6	415224	1016215	0
Th092.13	Th211.13	6	1022300	1024636	1
Th092.13	Th211.13	6	1024963	1298565	0
Th092.13	Th211.13	7	94499	152665	0
Th092.13	Th211.13	7	155918	155918	1
Th092.13	Th211.13	7	161906	165238	0
Th092.13	Th211.13	7	165610	167454	1
Th092.13	Th211.13	7	168091	408391	0
Th092.13	Th211.13	7	409108	409168	1
Th092.13	Th211.13	7	410036	875794	0
Th092.13	Th211.13	7	877294	877588	1
Th092.13	Th211.13	7	879031	933429	0
Th092.13	Th211.13	7	934902	935093	1
Th092.13	Th211.13	7	937043	951250	0
Th092.13	Th211.13	7	954181	954181	1
